City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
169,dzerzhinsk,56.2389,43.4631,4.9,38,0,5.0,RU,1679482305
170,tura,25.5198,90.2201,23.55,67,41,0.97,IN,1679482239
171,gawler,-34.6,138.7333,24.16,56,69,1.03,AU,1679482307
172,waipawa,-41.4122,175.5153,11.12,71,55,7.45,NZ,1679482308
173,walvis bay,-22.9575,14.5053,17.83,63,73,5.79,NA,1679482309
174,provideniya,64.3833,-173.3,-21.78,100,100,2.48,RU,1679482310
175,lakes entrance,-37.8811,147.981,18.42,91,54,2.7,AU,1679482311
176,ponta do sol,32.6667,-17.1,18.96,64,5,2.13,PT,1679482312
177,kahului,20.8947,-156.47,21.01,88,0,2.57,US,1679482313
178,shingu,33.7333,135.9833,16.13,89,71,3.22,JP,1679482313
179,zyryanka,65.75,150.85,-20.2,93,100,4.11,RU,1679482314
180,hamilton,39.1834,-84.5333,9.35,79,100,7.2,US,1679482057
181,chokwe,-24.5333,32.9833,31.65,40,9,3.03,MZ,1679482316
182,esperance,-33.8667,121.9,22.4,66,0,11.96,AU,1679482317
183,maragogi,-9.0122,-35.2225,23.31,91,100,1.85,BR,1679482318
184,saint-pierre,-21.3393,55.4781,29.82,70,75,8.75,RE,1679482319
185,fortuna,40.5982,-124.1573,7.18,91,100,4.12,US,1679482302
186,pacific grove,36.6177,-121.9166,9.25,89,100,2.24,US,1679482321
187,faanui,-16.4833,-151.75,28.1,73,28,5.54,PF,1679482322
188,talcahuano,-36.7167,-73.1167,10.82,93,0,3.6,CL,1679482323
189,north platte,41.1239,-100.7654,-1.06,82,0,1.54,US,1679482324
190,lompoc,34.6391,-120.4579,9.88,79,75,7.15,US,1679482325
191,bacong,9.2464,123.2956,25.93,86,40,2.3,PH,1679482326
192,ferrol,43.4832,-8.2369,15.38,74,100,8.26,ES,1679482326
193,rio gallegos,-51.6226,-69.2181,7.03,65,0,5.14,AR,1679482130
194,gela,37.0803,14.2307,19.3,55,0,1.54,IT,1679482328
195,whitehorse,60.7161,-135.0538,-4.57,74,0,5.66,CA,1679482292
196,hede,33.7681,120.2517,9.16,98,100,3.36,CN,1679482330
197,eganville,45.5334,-77.0994,-10.35,98,86,0.81,CA,1679482331
198,adre,13.4667,22.2,34.22,8,59,6.75,TD,1679482332
199,constitucion,-35.3333,-72.4167,14.98,50,0,1.81,CL,1679482333
200,pevek,69.7008,170.3133,-24.55,98,100,7.83,RU,1679482333
201,saldanha,-33.0117,17.9442,22.03,79,100,5.49,ZA,1679482334
202,beyneu,45.3167,55.2,16.47,21,19,3.99,KZ,1679482335
203,flin flon,54.7682,-101.865,-13.74,99,97,1.14,CA,1679482336
204,klaksvik,62.2266,-6.589,8.51,97,100,20.02,FO,1679482337
205,tazovskiy,67.4667,78.7,-12.68,89,100,3.03,RU,1679482338
206,salo,45.6086,10.531,21.29,62,42,1.67,IT,1679482339
207,kruisfontein,-34.0033,24.7314,24.38,44,58,5.41,ZA,1679482340
208,sungaipenuh,-2.0833,101.3833,20.33,97,98,0.79,ID,1679482341
209,anadyr,64.75,177.4833,-21.67,83,100,11.0,RU,1679482343
210,pinega,64.7001,43.3936,-2.09,87,87,4.46,RU,1679482344
211,ianca,45.1333,27.45,10.48,73,100,2.18,RO,1679482345
212,saint george,37.1041,-113.5841,6.33,78,100,7.2,US,1679482346
213,kushiro,42.975,144.3747,2.53,100,100,1.54,JP,1679482347
214,borisoglebsk,51.3671,42.0849,11.51,49,35,2.48,RU,1679482348
215,asau,46.4333,26.4,10.71,84,100,0.31,RO,1679482348
216,olafsvik,64.8945,-23.7142,0.03,64,100,15.85,IS,1679482349
217,praxedis guerrero,31.3667,-106.0167,15.91,55,100,1.71,MX,1679482350
218,labuhan,-6.8844,112.2051,27.75,73,44,1.35,ID,1679482351
219,calama,-22.4667,-68.9333,10.27,76,20,5.66,CL,1679482352
220,saint-augustin,51.226,-58.6502,-6.88,93,46,2.5,CA,1679482353
221,columbus,39.9612,-82.9988,7.11,92,100,2.06,US,1679482251
222,aykhal,66.0,111.5,-10.65,87,100,13.72,RU,1679482354
223,lodingen,68.414,15.9951,-2.92,77,97,2.63,NO,1679482355
224,verkhoyansk,67.5447,133.385,-29.8,94,64,2.34,RU,1679482356
225,aguimes,27.9054,-15.4461,19.35,68,20,7.72,ES,1679482357
226,sioux lookout,50.1001,-91.917,-7.96,86,100,2.57,CA,1679482359
227,cap malheureux,-19.9842,57.6142,30.26,66,11,3.13,MU,1679482360
228,broken hill,-31.95,141.4333,29.38,29,31,3.5,AU,1679482361
229,savonlinna,61.8699,28.88,-0.97,86,100,5.66,FI,1679482365
230,iqaluit,63.7506,-68.5145,-27.95,82,20,0.0,CA,1679482366
231,ordynskoye,54.3656,81.8994,-3.11,73,18,2.11,RU,1679482366
232,grand gaube,-20.0064,57.6608,30.21,66,13,3.13,MU,1679482367
233,ancud,-41.8697,-73.8203,6.95,85,1,1.58,CL,1679482368
234,glendive,47.1053,-104.7125,-10.84,85,23,0.89,US,1679482369
235,abu dhabi,24.4667,54.3667,27.06,26,0,6.17,AE,1679482259
236,constantine,36.365,6.6147,13.67,62,0,1.54,DZ,1679482032
237,valdivia,-39.8142,-73.2459,3.05,99,3,1.42,CL,1679482372
238,dire,12.2833,-10.9667,34.04,22,26,3.06,ML,1679482373
239,tiksi,71.6872,128.8694,-24.74,93,14,4.17,RU,1679482373
240,dicabisagan,17.0818,122.4157,24.61,88,3,3.76,PH,1679482374
241,khatanga,71.9667,102.5,-8.82,95,100,6.16,RU,1679482375
242,general roca,-39.0333,-67.5833,13.12,84,67,1.37,AR,1679482376
243,dindori,22.95,81.0833,27.42,27,87,2.65,IN,1679482377
244,samarai,-10.6167,150.6667,28.44,76,98,2.98,PG,1679482378
245,launceston,-41.45,147.1667,15.74,83,99,3.6,AU,1679482379
246,albion,42.2431,-84.753,4.54,88,100,3.09,US,1679482379
247,maumere,-8.6199,122.2111,27.0,80,66,0.96,ID,1679482381
248,bandarbeyla,9.4942,50.8122,29.9,68,53,7.53,SO,1679482382
249,bell ville,-32.6259,-62.6887,18.7,98,100,2.85,AR,1679482383
250,mount gambier,-37.8333,140.7667,15.97,88,52,3.35,AU,1679482384
251,saiha,22.4833,92.9667,22.35,60,73,0.6,IN,1679482385
252,hammerfest,70.6634,23.6821,-7.75,62,40,4.63,NO,1679482386
253,noumea,-22.2763,166.4572,22.99,79,15,5.3,NC,1679482263
254,chapais,49.7834,-74.8492,-24.12,100,73,0.57,CA,1679482388
255,severo-kurilsk,50.6789,156.125,1.23,83,60,3.19,RU,1679482389
256,mapastepec,15.4333,-92.9,24.25,72,0,1.68,MX,1679482390
257,opuwo,-18.0607,13.84,32.9,26,8,2.53,NA,1679482391
258,montague,42.5356,-72.5351,3.95,79,100,0.89,US,1679482392
259,prince rupert,54.3161,-130.3201,3.83,93,75,2.06,CA,1679482393
260,bereznehuvate,47.3078,32.8499,15.14,45,100,2.58,UA,1679482395
261,kankon,15.0167,74.0167,29.89,52,26,8.13,IN,1679482396
262,torbay,47.6666,-52.7314,-0.24,91,75,6.17,CA,1679482397
263,lavrentiya,65.5833,-171.0,-17.03,99,100,1.03,RU,1679482398
264,khartoum,15.5518,32.5324,32.23,7,36,0.45,SD,1679482399
265,husavik,66.0449,-17.3389,-2.44,83,100,11.78,IS,1679482399
266,longyearbyen,78.2186,15.6401,-16.09,66,75,4.63,SJ,1679482400
267,caibarien,22.5206,-79.4669,21.62,74,87,6.56,CU,1679482401
268,cabedelo,-6.9811,-34.8339,23.37,85,100,4.37,BR,1679482402
269,luganville,-15.5333,167.1667,25.45,87,98,1.95,VU,1679482403
270,cherskiy,68.75,161.3,-29.44,99,100,2.07,RU,1679482405
271,vila velha,-20.3297,-40.2925,26.08,84,0,0.0,BR,1679482274
272,biltine,14.5333,20.9167,36.68,7,31,6.62,TD,1679482406
273,sragen,-7.4264,111.0222,26.23,85,81,1.61,ID,1679482408
274,ilulissat,69.2167,-51.1,-22.03,82,91,2.49,GL,1679482410
275,mahebourg,-20.4081,57.7,30.14,74,75,4.63,MU,1679482411
276,upata,8.0086,-62.3989,20.66,77,65,1.84,VE,1679482412
277,aligudarz,33.4006,49.6949,6.3,49,100,6.45,IR,1679482413
278,abay,49.6311,72.8539,-0.79,73,4,1.83,KZ,1679482414
279,kang,-23.6752,22.7876,31.54,19,28,5.98,BW,1679482415
280,saint anthony,45.0205,-93.218,4.18,94,100,5.14,US,1679482416
281,lillooet,50.6856,-121.942,0.84,94,93,0.55,CA,1679482417
282,mansa,29.9833,75.3833,28.89,26,55,3.49,IN,1679482418
283,abu samrah,35.3029,37.1841,19.46,40,17,5.11,SY,1679482418
284,igarka,67.4667,86.5833,-5.98,88,100,3.88,RU,1679482419
285,ugoofaaru,5.6667,73.0,27.93,70,76,3.41,MV,1679482420
286,lagoa,39.05,-27.9833,14.96,85,97,6.79,PT,1679482421
287,aquiraz,-3.9014,-38.3911,26.21,83,72,4.93,BR,1679482422
288,gornyak,50.9942,81.4661,-4.56,82,6,1.1,RU,1679482423
289,gaya,24.7833,85.0,30.95,30,20,6.17,IN,1679482424
290,oistins,13.0667,-59.5333,25.05,73,40,7.2,BB,1679482424
291,kirakira,-10.4544,161.9205,26.72,83,98,1.13,SB,1679482425
292,doba,8.65,16.85,34.0,37,86,1.84,TD,1679482426
293,dingle,10.9995,122.6711,25.6,74,56,3.06,PH,1679482427
294,kavaratti,10.5669,72.642,27.98,65,80,5.04,IN,1679481866
295,marawi,7.9986,124.2928,20.87,97,39,0.9,PH,1679482428
296,luderitz,-26.6481,15.1594,23.95,56,40,9.63,NA,1679482429
297,nemuro,43.3236,145.575,2.15,98,55,3.74,JP,1679482430
298,amapa,1.0,-52.0,22.13,94,99,0.58,BR,1679482433
299,itarema,-2.9248,-39.9167,24.51,80,78,3.35,BR,1679482434
300,vrede,-27.4257,29.1659,28.2,15,18,4.27,ZA,1679482435
301,kanalia,39.5,22.8833,16.9,81,88,2.11,GR,1679482435
302,naryan-mar,67.6713,53.087,-6.55,94,70,2.31,RU,1679482436
303,bam,29.106,58.357,23.39,19,0,8.68,IR,1679482437
304,manono,-7.3,27.4167,25.77,69,100,1.35,CD,1679482438
305,nago,26.5881,127.9761,24.47,93,100,3.94,JP,1679482439
306,dali,25.7,100.1833,16.16,46,39,5.44,CN,1679482440
307,songea,-10.6833,35.65,24.64,65,75,0.51,TZ,1679482441
308,monterey,36.2505,-121.2516,5.5,92,100,3.17,US,1679482441
309,semme,46.1963,1.5007,13.23,76,100,3.19,FR,1679482442
310,qinzhou,21.95,108.6167,26.03,75,35,6.7,CN,1679482443
311,lorengau,-2.0226,147.2712,27.48,73,30,2.19,PG,1679482444
312,nahariyya,33.0059,35.0941,20.55,63,71,2.24,IL,1679482445
313,tambura,5.6,27.4667,36.86,22,50,0.26,SS,1679482447
314,roros,62.5747,11.3842,4.91,65,75,1.03,NO,1679482448
315,yar-sale,66.8333,70.8333,-9.7,86,100,6.96,RU,1679482448
316,kokopo,-4.352,152.2633,25.84,72,90,2.25,PG,1679482449
317,storebo,60.0948,5.2271,7.65,92,100,8.28,NO,1679482450
318,burnie,-41.0667,145.9167,15.25,83,99,0.65,AU,1679482451
319,victor harbor,-35.5667,138.6167,17.04,87,73,3.99,AU,1679482452
320,ekhabi,53.5102,142.9671,-9.89,85,90,5.94,RU,1679482453
321,acapulco,16.8634,-99.8901,24.08,60,11,1.47,MX,1679482263
322,alyangula,-13.8483,136.4192,27.9,79,100,4.75,AU,1679482455
323,kaeo,-35.1,173.7833,12.96,90,5,1.67,NZ,1679482456
324,katsuura,35.1333,140.3,16.54,87,10,2.97,JP,1679482457
325,raudeberg,61.9875,5.1352,7.37,66,100,4.03,NO,1679482458
326,bara,10.3744,10.7288,32.88,31,80,4.0,NG,1679482459
327,talnakh,69.4865,88.3972,-10.61,94,96,5.0,RU,1679482460
328,foam lake,51.65,-103.5343,-9.99,100,90,1.47,CA,1679482461
329,paamiut,61.994,-49.6678,-11.11,78,2,2.65,GL,1679482461
330,geraldton,-28.7667,114.6,23.23,83,40,6.17,AU,1679482222
331,hami,42.8,93.45,10.92,11,0,2.55,CN,1679482463
332,bjornevatn,69.6672,29.9847,-5.81,58,40,4.12,NO,1679482464
333,netivot,31.4222,34.5886,20.33,41,51,3.21,IL,1679482301
334,kogon,39.7228,64.5517,25.02,25,0,7.2,UZ,1679482466
335,mahon,39.8885,4.2658,16.31,72,40,4.12,ES,1679482467
336,xai-xai,-25.0519,33.6442,28.29,57,6,3.64,MZ,1679482468
337,mersing,2.4312,103.8405,28.95,79,20,2.57,MY,1679482469
338,mandan,46.8267,-100.8896,-11.01,93,100,3.09,US,1679482069
339,galle,6.0367,80.217,28.55,73,71,3.86,LK,1679482471
340,dauriya,49.9333,116.8667,-11.99,91,100,7.05,RU,1679482472
341,codrington,-38.2667,141.9667,16.24,91,41,4.29,AU,1679482474
342,sao felix do xingu,-6.6447,-51.995,21.64,99,87,0.68,BR,1679482450
343,sao sebastiao,-23.76,-45.4097,25.48,78,3,0.49,BR,1679482304
344,fuerte olimpo,-21.0415,-57.8738,22.76,95,97,1.38,PY,1679482476
345,nalut,30.3333,10.85,18.78,44,37,5.65,LY,1679482477
346,mujiayingzi,42.1167,118.7833,3.12,11,15,5.59,CN,1679482478
347,tari,12.4086,4.4914,33.76,35,41,3.93,NG,1679482479
348,okitipupa,6.5047,4.7839,29.89,54,100,1.73,NG,1679482480
349,mantua,45.1667,10.7833,20.75,57,50,1.46,IT,1679482484
350,kuningan,-6.9758,108.4831,23.46,89,93,1.01,ID,1679482485
351,obo,5.3998,26.4869,36.68,24,13,0.74,CF,1679482486
352,keti bandar,24.1447,67.4497,27.76,59,3,6.71,PK,1679482487
353,cooma,-36.2333,149.1333,13.37,85,6,0.36,AU,1679482488
354,pitsunda,43.1592,40.3378,11.1,79,13,3.72,GE,1679482489
355,kyra,49.5776,111.9753,-13.49,61,100,8.53,RU,1679482489
356,san cristobal,7.7669,-72.225,19.1,91,92,0.53,VE,1679482278
357,cashel,52.5158,-7.8856,10.5,82,68,6.69,IE,1679482491
358,uarini,-2.99,-65.1083,22.9,89,100,0.55,BR,1679482492
359,batagay-alyta,67.8006,130.4114,-33.09,93,13,2.38,RU,1679482493
360,penzance,50.1186,-5.5371,11.62,93,40,8.75,GB,1679482244
361,hagere selam,6.4833,38.5167,17.21,59,100,2.57,ET,1679482494
362,aranos,-24.1333,19.1167,33.01,17,4,7.19,NA,1679482495
363,ojinaga,29.5667,-104.4167,16.53,51,0,2.06,MX,1679482496
364,saravan,39.7196,45.6483,8.36,60,100,1.88,AM,1679482497
365,tiznit,29.5833,-9.5,26.4,17,98,2.87,MA,1679482498
366,alta floresta,-9.8756,-56.0861,21.34,98,100,0.92,BR,1679482498
367,bocaiuva,-17.1078,-43.815,20.84,63,13,1.74,BR,1679482499
368,makat,47.6469,53.3463,14.84,29,96,3.66,KZ,1679482500
