City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
452,kysyl-syr,63.8986,122.7617,-12.44,95,100,3.31,RU,1679482584
453,matagami,49.7502,-77.6328,-23.94,84,0,1.03,CA,1679482585
454,bonfim,3.0833,-59.95,23.72,74,96,4.07,BR,1679482586
455,helmstedt,52.2279,11.0099,16.47,61,100,8.1,DE,1679482587
456,jutai,-5.1833,-68.9,22.18,96,98,0.86,BR,1679482588
457,imbituba,-28.24,-48.6703,26.59,87,99,1.21,BR,1679482589
458,narsaq,60.9167,-46.05,-1.88,64,40,3.94,GL,1679482590
459,poshekhonye,58.4993,39.1353,0.11,92,77,3.18,RU,1679482591
460,conceicao da barra,-18.5933,-39.7322,25.6,85,30,0.48,BR,1679482591
461,skibbereen,51.55,-9.2667,10.06,85,100,9.89,IE,1679482592
462,catuday,16.2923,119.8062,25.24,78,5,3.46,PH,1679482593
463,chilca,-12.5211,-76.7372,22.42,85,99,1.91,PE,1679482594
464,bagdarin,54.4333,113.6,-12.84,65,100,3.41,RU,1679482595
465,sevojno,43.845,19.8986,14.16,52,42,3.04,RS,1679482596
466,poya,-21.35,165.15,24.6,82,64,2.33,NC,1679482597
467,port-gentil,-0.7193,8.7815,28.98,84,40,4.12,GA,1679482598
468,tunceli,39.1083,39.5471,14.36,53,3,2.78,TR,1679482599
469,chimoio,-19.1164,33.4833,25.92,61,75,1.9,MZ,1679482347
470,kadoshkino,54.0257,44.4191,2.11,100,90,3.09,RU,1679482601
471,udachnyy,66.4167,112.4,-8.9,80,100,10.77,RU,1679482601
472,kangaatsiaq,68.3065,-53.4641,-20.48,100,95,1.94,GL,1679482602
473,adrar,20.5022,-10.0711,30.7,10,1,6.54,MR,1679482603
474,ballarat,-37.5662,143.8496,15.32,87,51,1.34,AU,1679482604
475,ningxiang,37.34,111.2052,8.48,15,100,2.45,CN,1679482606
476,chernyshevskiy,63.0128,112.4714,-10.4,87,100,5.61,RU,1679482607
477,auki,-8.7676,160.7034,25.67,82,92,1.8,SB,1679482608
478,pangoa,-12.1167,-73.0,18.83,99,100,0.69,PE,1679482609
479,ruthin,53.1137,-3.3178,12.92,60,1,5.36,GB,1679482610
480,zalantun,48.0,122.7167,-3.91,48,70,8.2,CN,1679482610
481,taber,49.8167,-112.1518,-6.09,96,8,3.09,CA,1679482611
482,vysokogornyy,50.1167,139.15,-0.57,97,100,2.26,RU,1679482612
483,manzhouli,49.6,117.4333,-11.3,86,100,8.39,CN,1679482613
484,sao jose da coroa grande,-8.8978,-35.1478,23.55,90,100,1.81,BR,1679482614
485,hillsboro,45.5229,-122.9898,8.07,87,0,1.54,US,1679482396
486,putina,-15.4667,-69.4333,5.68,75,96,1.69,PE,1679482615
487,nata,8.3333,-80.5167,23.54,84,100,4.39,PA,1679482616
488,bengkulu,-3.8004,102.2655,26.95,83,88,0.75,ID,1679482617
489,hochst,47.4593,9.6405,19.64,68,33,1.42,AT,1679482618
490,marhaura,25.9667,84.8667,30.96,27,0,5.69,IN,1679482619
491,omsukchan,62.5333,155.8,-29.29,100,100,1.84,RU,1679482621
492,lethem,3.3803,-59.7968,23.09,79,98,4.83,GY,1679482622
493,ourinhos,-22.9789,-49.8706,21.16,85,0,2.61,BR,1679482603
494,havre-saint-pierre,50.2334,-63.5986,-7.0,79,0,3.6,CA,1679482624
495,domoni,-12.2569,44.5319,29.23,72,100,1.7,KM,1679482625
496,las choapas,17.9333,-94.0833,20.32,95,79,1.68,MX,1679482626
497,pachino,36.7186,15.0907,14.83,71,100,1.3,IT,1679482627
498,lokosovo,61.1333,74.8167,-0.05,96,100,7.21,RU,1679482628
499,gambiran,-6.7988,111.4951,25.95,80,72,1.32,ID,1679482629
500,namibe,-15.1961,12.1522,25.23,66,37,4.97,AO,1679482630
501,kathu,7.9178,98.3332,30.9,70,12,5.35,TH,1679482390
502,sola,-13.8833,167.55,27.73,69,92,0.85,VU,1679482631
503,katangli,51.7102,143.2326,-2.2,97,100,4.99,RU,1679482632
504,naushki,50.3828,106.1056,-11.17,59,100,4.2,RU,1679482633
505,neman,55.0311,22.0264,6.05,90,87,5.72,RU,1679482634
506,la asuncion,11.0333,-63.8628,23.85,94,1,3.6,VE,1679482635
507,loukhi,66.0764,33.0381,-2.73,78,90,2.87,RU,1679482636
508,vilhena,-12.7406,-60.1458,19.65,99,100,1.63,BR,1679482637
509,harper,4.375,-7.7169,28.67,72,95,3.55,LR,1679482638
510,lasa,46.6166,10.7002,15.01,73,11,1.29,IT,1679482639
511,cairns,-16.9167,145.7667,25.59,93,40,3.6,AU,1679482531
512,roma,43.2128,-75.4557,3.7,84,0,1.79,US,1679482444
513,wiwili,13.6268,-85.8254,20.3,95,55,2.3,NI,1679482641
514,quatre cocos,-20.2078,57.7625,30.05,67,23,4.32,MU,1679482511
515,male,4.1748,73.5089,30.97,70,75,2.57,MV,1679482183
516,bukachacha,52.9833,116.9167,-11.39,90,100,4.59,RU,1679482644
517,north bend,43.4065,-124.2243,7.82,100,100,1.54,US,1679482645
518,kralendijk,12.15,-68.2667,24.99,78,20,5.14,BQ,1679482646
519,nigde,37.8333,34.75,11.45,33,98,2.47,TR,1679482647
520,wote,-1.7808,37.6288,28.94,42,100,2.39,KE,1679482648
521,marsa matruh,31.3525,27.2453,21.11,46,40,5.14,EG,1679482649
522,nyurba,63.2842,118.3319,-11.26,90,100,3.34,RU,1679482650
523,tezu,27.9167,96.1667,20.64,69,69,1.51,IN,1679482651
524,teya,60.3778,92.6267,-7.02,86,96,4.72,RU,1679482652
525,colares,38.7992,-9.4469,17.77,74,20,4.92,PT,1679482653
526,egvekinot,66.3167,-179.1667,-19.56,98,100,1.06,RU,1679482653
527,poum,-20.2333,164.0167,26.39,69,83,6.99,NC,1679482654
528,mao,39.8885,4.2658,16.31,72,40,4.12,ES,1679482655
529,ambulu,-8.345,113.6058,26.03,87,100,0.87,ID,1679482656
530,mount isa,-20.7333,139.5,27.87,54,100,3.6,AU,1679482657
531,hakkari,37.5833,44.1667,7.0,69,98,2.01,TR,1679482658
532,birao,10.2849,22.7882,38.09,6,20,1.91,CF,1679482659
533,wattegama,6.7989,81.4808,30.69,58,59,4.09,LK,1679482659
534,swellendam,-34.0226,20.4417,26.4,39,100,2.19,ZA,1679482457
535,nyuksenitsa,60.4128,44.2397,0.44,76,41,4.94,RU,1679482661
536,ngunguru,-35.6167,174.5,15.22,68,16,2.47,NZ,1679482662
537,sorrento,40.626,14.3744,19.5,57,100,1.25,IT,1679482663
538,erzin,36.9559,36.2,18.01,62,73,3.18,TR,1679482663
539,fomboni,-12.28,43.7425,28.72,70,96,3.42,KM,1679482664
540,oksfjord,70.2396,22.3479,-4.9,84,100,3.16,NO,1679482665
541,ryotsu,38.0833,138.4333,12.99,66,57,3.03,JP,1679482666
542,pangnirtung,66.1451,-65.7125,-27.58,87,53,2.33,CA,1679482667
543,rio grande,-32.035,-52.0986,22.06,76,99,4.66,BR,1679482668
544,skjervoy,70.0311,20.9714,-6.0,62,85,5.96,NO,1679482669
545,port lincoln,-34.7333,135.8667,17.62,84,83,6.19,AU,1679482670
546,inhambane,-23.865,35.3833,29.99,62,40,4.08,MZ,1679482671
547,sahuaripa,29.05,-109.2333,14.54,77,47,1.41,MX,1679482672
548,laurel,39.0993,-76.8483,10.01,58,100,2.06,US,1679482217
549,bubaque,11.2833,-15.8333,24.19,67,5,3.0,GW,1679482674
550,kisangani,0.5167,25.2,35.66,32,21,0.73,CD,1679482675
551,boa vista,2.8197,-60.6733,23.99,78,0,5.66,BR,1679482675
552,beachwood,41.4645,-81.5087,6.78,77,100,0.0,US,1679482676
